Name	City	State	Enrollment	E/D Ratio	Earnings	Debt	SAT	Admission %
Samford University	Birmingham	AL	2927	1.74714409138908	36400	20834	1176	0.8258
Raphael's School of Beauty Culture Inc-Niles	Niles	OH	118	1.74666666666667	13100	7500	NA	NA
Louisiana State University Eunice	Eunice	LA	2638	1.7466075507188	26000	14886	NA	NA
University of Mississippi	University	MS	15111	1.74640522875817	33400	19125	1077	0.79
University of Mississippi Medical Center	Jackson	MS	576	1.74640522875817	33400	19125	NA	0.79
Fortis Institute-Erie	Erie	PA	1550	1.74615384615385	22700	13000	NA	0.916
Fortis College-Landover	Landover	MD	420	1.74615384615385	22700	13000	NA	0.916
Tri-State Institute	Birmingham	AL	988	1.74615384615385	22700	13000	NA	0.916
Syracuse University	Syracuse	NY	14220	1.74485596707819	42400	24300	1162	0.4937
University of Redlands	Redlands	CA	3184	1.74468085106383	41000	23500	1134	0.6655
National Academy of Beauty Arts-St Louis	Saint Louis	MO	186	1.74400169115316	16500	9461	NA	NA
Armstrong Atlantic State University	Savannah	GA	6645	1.744	32700	18750	1006	0.5653
Southwestern Oregon Community College	Coos Bay	OR	1709	1.74365249311716	22800	13076	NA	NA
Lower Columbia College	Longview	WA	1781	1.74349675709603	25000	14339	NA	NA
East West College of the Healing Arts	Portland	OR	283	1.74342105263158	21200	12160	NA	NA
Triangle Tech Inc-Pittsburgh	Pittsburgh	PA	280	1.74315911394238	30100	17267.5	NA	NA
Portland Community College	Portland	OR	30453	1.74254115226337	27100	15552	NA	NA
Fortis College-Centerville	Centerville	OH	3070	1.74242424242424	29900	17160	NA	NA
Fortis College-Phoenix	Phoenix	AZ	316	1.74242424242424	29900	17160	NA	NA
Robert Fiance Beauty Schools-North Plainfield	North Plainfield	NJ	154	1.74176448315032	13800	7923	NA	NA
Florida Technical College	Orlando	FL	2966	1.74166666666667	20900	12000	NA	NA
Northwood University-Florida	West Palm Beach	FL	607	1.74144173044315	38000	21821	920	0.5733
Northwood University-Michigan	Midland	MI	3175	1.74144173044315	38000	21821	1024	0.5733
Northwood University-Texas	Cedar Hill	TX	695	1.74144173044315	38000	21821	895	0.5733
East Mississippi Community College	Scooba	MS	4851	1.7409202006775	20300	11660.5	NA	NA
La Salle University	Philadelphia	PA	4328	1.73877551020408	42600	24500	989	0.7323
Sam Houston State University	Huntsville	TX	14921	1.73670886075949	34300	19750	996	0.8654
DePaul University	Chicago	IL	16098	1.73636363636364	38200	22000	1163	0.6411
Saint Louis University-Main Campus	Saint Louis	MO	7997	1.73606944277771	43400	24999	1237	0.6199
Skagit Valley College	Mount Vernon	WA	2781	1.73583049298992	24700	14229.5	NA	NA
John Brown University	Siloam Springs	AR	1699	1.73488372093023	37300	21500	1165	0.7251
Georgia College & State University	Milledgeville	GA	5557	1.73391130376792	31200	17994	1121	0.6997
Florida Career College-Miami	Miami	FL	3651	1.73333333333333	19500	11250	NA	NA
Elizabethtown College	Elizabethtown	PA	2300	1.73333333333333	41600	24000	1121	0.6578
College of Coastal Georgia	Brunswick	GA	3355	1.73231904797771	23000	13277	900	0.6969
Illinois State University	Normal	IL	18526	1.73170731707317	35500	20500	1110	0.7099
ATS Institute of Technology	Highland Heights	OH	331	1.73157894736842	32900	19000	NA	0.9343
Gonzaga University	Spokane	WA	4796	1.7304347826087	39800	23000	1224	0.6462
Brio Academy of Cosmetology-East Hartford	East Hartford	CT	170	1.72947581936586	16200	9367	NA	NA
University of St Thomas	Saint Paul	MN	6073	1.72938689217759	40900	23650	1163	0.8448
Universidad Adventista de las Antillas	Mayaguez	PR	1139	1.72850678733032	19100	11050	NA	0.8279
Indiana Wesleyan University	Marion	IN	10853	1.72801176518649	42300	24479	1082	0.7176
Vincennes University	Vincennes	IN	8927	1.72666666666667	25900	15000	NA	NA
Robert Fiance Beauty Schools-West New York	West New York	NJ	200	1.72661870503597	14400	8340	NA	NA
Magnolia College of Cosmetology	Jackson	MS	169	1.72631578947368	16400	9500	NA	NA
Milan Institute-San Antonio Ingram	San Antonio	TX	385	1.72631578947368	16400	9500	NA	NA
Milan Institute-Clovis	Clovis	CA	481	1.72631578947368	16400	9500	NA	NA
Milan Institute-Bakersfield	Bakersfield	CA	408	1.72631578947368	16400	9500	NA	NA
Milan Institute-Nampa	Nampa	ID	225	1.72631578947368	16400	9500	NA	NA
Pioneer Pacific College	Wilsonville	OR	1687	1.72605426610003	26400	15295	NA	NA
Empire Beauty School-Queens	Astoria	NY	237	1.725584182145	14400	8345	NA	NA
Empire Beauty School-Paramus	Paramus	NJ	133	1.725584182145	14400	8345	NA	NA
Saint Marys College of California	Moraga	CA	2986	1.725	41400	24000	1112	0.6915
Xenon International Academy-Omaha	Omaha	NE	260	1.725	20700	12000	NA	NA
International Business College	Fort Wayne	IN	559	1.72477064220183	23500	13625	NA	0.7578
International Business College-Indianapolis	Indianapolis	IN	413	1.72477064220183	23500	13625	NA	0.7578
Pittsburg State University	Pittsburg	KS	5930	1.72432432432432	31900	18500	1010	0.7684
University of South Carolina-Union	Union	SC	294	1.72334909257282	22600	13114	792	0.75
Pueblo Community College	Pueblo	CO	5592	1.72244897959184	21100	12250	NA	NA
Living Arts College	Raleigh	NC	694	1.72100734191205	21800	12667	NA	NA
SUNY Empire State College	Saratoga Springs	NY	9963	1.72093023255814	37000	21500	NA	0.8178
Whitman College	Walla Walla	WA	1578	1.72	25800	15000	1351	0.5341
Touro College	New York	NY	7478	1.71841155234657	23800	13850	NA	0.5603
Toledo Academy of Beauty Culture-East	OREGON	OH	123	1.71803941384538	13600	7916	NA	NA
Elon University	Elon	NC	5225	1.71753986332574	37700	21950	1222	0.5785
University of Alaska Fairbanks	Fairbanks	AK	5954	1.71666666666667	30900	18000	NA	NA
Empire Beauty School-Laconia	Laconia	NH	117	1.7156862745098	16800	9792	NA	NA
Empire Beauty School-Hooksett	Hooksett	NH	138	1.7156862745098	16800	9792	NA	NA
Community Care College	Tulsa	OK	713	1.7151863526794	18500	10786	NA	NA
Clary Sage College	Tulsa	OK	315	1.7151863526794	18500	10786	NA	NA
Oklahoma Technical College	Tulsa	OK	149	1.7151863526794	18500	10786	NA	NA
Empire Beauty School-Somersworth	Somersworth	NH	134	1.71369933299128	16700	9745	NA	NA
Empire Beauty School-Portsmouth	Portsmouth	NH	116	1.71369933299128	16700	9745	NA	NA
Hofstra University	Hempstead	NY	7136	1.71363636363636	37700	22000	1161	0.5872
Western Washington University	Bellingham	WA	13685	1.71345438870629	31800	18559	1117	0.7837
Nova Southeastern University	Fort Lauderdale	FL	6246	1.71212938005391	39700	23187.5	1047	0.5767
Mississippi University for Women	Columbus	MS	2298	1.71193318129313	28900	16881.5	991	0.4434
California State University-San Bernardino	San Bernardino	CA	14557	1.71032108858172	31800	18593	905	0.1906
Seattle University	Seattle	WA	4593	1.70961246044466	41600	24333	1165	0.7052
Smith College	Northampton	MA	2627	1.70913770913771	33200	19425	NA	0.4547
Columbus State Community College	Columbus	OH	17122	1.70857733379263	24800	14515	NA	NA
Kansas State University	Manhattan	KS	19031	1.70819886928882	35200	20606.5	NA	0.9894
Stonehill College	Easton	MA	2463	1.708	42700	25000	1206	0.6518
University of Alaska Southeast	Juneau	AK	1662	1.70762662974501	29600	17334	NA	NA
Azusa Pacific University	Azusa	CA	5998	1.70695070326369	37500	21969	1098	0.5063
SUNY College of Agriculture and Technology at Cobleskill	Cobleskill	NY	2481	1.70666666666667	25600	15000	966	0.3578
Star Career Academy-New York	New York	NY	965	1.70526315789474	16200	9500	NA	NA
Kaplan College-Dayton	Dayton	OH	523	1.70526315789474	16200	9500	NA	NA
Star Career Academy–Brick	Brick	NJ	493	1.70526315789474	16200	9500	NA	NA
Star Career Academy-Egg Harbor	Egg Harbor Township	NJ	355	1.70526315789474	16200	9500	NA	NA
Dallas Nursing Institute	Dallas	TX	1124	1.70457516339869	32600	19125	NA	NA
University of Missouri-Columbia	Columbia	MO	25686	1.70007792023801	36000	21175.5	1166	0.8115
Folsom Lake College	Folsom	CA	7858	1.7	20400	12000	NA	NA
Central Washington University	Ellensburg	WA	10485	1.69937888198758	34200	20125	1002	0.7839
Merrimack College	North Andover	MA	2253	1.69795918367347	41600	24500	NA	0.8788
LIM College	New York	NY	1525	1.69767441860465	36500	21500	956	0.7289
Coppin State University	Baltimore	MD	3195	1.69742538163591	29800	17556	855	0.5352
Career College of Northern Nevada	Sparks	NV	602	1.69738471625264	23300	13727	NA	NA
The Sage Colleges	Troy	NY	1638	1.6969696969697	35000	20625	NA	0.6249
Marinello Schools of Beauty-Moreno Valley	Moreno Valley	CA	438	1.69641867169309	15300	9019	NA	NA
Misericordia University	Dallas	PA	2335	1.696	42400	25000	1073	0.5728
Bradley University	Peoria	IL	4945	1.69565217391304	39000	23000	1147	0.7017
Texas State University-San Marcos	San Marcos	TX	28959	1.69503664621482	35500	20943.5	1055	0.775
Standard Beauty College of Oklahoma LLC	Sand Springs	OK	130	1.69473684210526	16100	9500	NA	NA
Notre Dame de Namur University	Belmont	CA	1146	1.69387755102041	41500	24500	956	0.7099
Royal Beauty Careers	South Houston	TX	103	1.69230769230769	15400	9100	NA	NA
Jacksonville University	Jacksonville	FL	3122	1.6905161127317	36800	21768.5	1052	0.4161
Magnolia School	Ambler	PA	157	1.68922463540027	16100	9531	NA	NA
Spartan College of Aeronautics and Technology	Tulsa	OK	1194	1.68912225084208	34100	20188	NA	0.6724
Susquehanna University	Selinsgrove	PA	2190	1.68791208791209	38400	22750	1126	0.7324
Texas A & M University-Kingsville	Kingsville	TX	8153	1.68717948717949	32900	19500	845	0.2026
Bethel University	Saint Paul	MN	3394	1.68707482993197	37200	22050	1147	0.8232
Thomas More College	Crestview Hills	KY	1381	1.68656625651213	41600	24665.5	1044	0.8634
Holy Family University	Philadelphia	PA	2031	1.68650793650794	42500	25200	930	0.7041
University of Massachusetts-Lowell	Lowell	MA	11025	1.68603127456976	38600	22894	1104	0.6447
Fitchburg State University	Fitchburg	MA	3958	1.68588265436843	32900	19515	1012	0.6838
Newman University	Wichita	KS	1299	1.68470588235294	35800	21250	1103	0.4347
Olympian University of Cosmetology	Alamogordo	NM	1334	1.68421052631579	16000	9500	NA	NA
Marinello Schools of Beauty-Sacramento	Sacramento	CA	559	1.68391857758407	17000	10095.5	NA	NA
Lewis University	Romeoville	IL	4376	1.68181818181818	37000	22000	1049	0.6193
Randolph-Macon College	Ashland	VA	1241	1.68139315432787	39200	23314	1098	0.5574
Brown Mackie College-Tucson	Tucson	AZ	726	1.68139258868522	25500	15166	NA	0.5425
Brown Mackie College-Merrillville	Merrillville	IN	582	1.68139258868522	25500	15166	NA	0.5425
Brown Mackie College-Michigan City	Michigan City	IN	414	1.68139258868522	25500	15166	NA	0.5425
Brown Mackie College-South Bend	South Bend	IN	876	1.68139258868522	25500	15166	NA	0.5425
Brown Mackie College-Louisville	Louisville	KY	1968	1.68139258868522	25500	15166	NA	0.5425
Brown Mackie College-Northern Kentucky	Fort Mitchell	KY	756	1.68139258868522	25500	15166	NA	0.5425
The Art Institute of Las Vegas	Henderson	NV	1232	1.68139258868522	25500	15166	NA	0.5425
Brown Mackie College-North Canton	Canton	OH	842	1.68139258868522	25500	15166	NA	0.5425
Brown Mackie College-Cincinnati	Cincinnati	OH	1522	1.68139258868522	25500	15166	NA	0.5425
Brown Mackie College-Akron	Akron	OH	1022	1.68139258868522	25500	15166	NA	0.5425
Brown Mackie College-Quad Cities	Bettendorf	IA	372	1.68139258868522	25500	15166	NA	0.5425
Brown Mackie College-Findlay	Findlay	OH	742	1.68139258868522	25500	15166	NA	0.5425
Brown Mackie College-Fort Wayne	Fort Wayne	IN	1303	1.68139258868522	25500	15166	NA	0.5425
Brown Mackie College-Atlanta	Atlanta	GA	917	1.68139258868522	25500	15166	NA	0.5425
Brown Mackie College-Hopkinsville	Hopkinsville	KY	278	1.68139258868522	25500	15166	NA	0.5425
The Art Institute of Phoenix	Phoenix	AZ	1190	1.68139258868522	25500	15166	NA	0.5425
The Art Institute of Tucson	Tucson	AZ	491	1.68139258868522	25500	15166	NA	0.5425
The Art Institute of Indianapolis	Indianapolis	IN	942	1.68139258868522	25500	15166	NA	0.5425
The Art Institute of Salt Lake City	Draper	UT	669	1.68139258868522	25500	15166	NA	0.5425
Brown Mackie College-Indianapolis	Indianapolis	IN	1308	1.68139258868522	25500	15166	NA	0.5425
The Art Institutes International–Kansas City	Lenexa	KS	560	1.68139258868522	25500	15166	NA	0.5425
Brown Mackie College-Boise	Boise	ID	589	1.68139258868522	25500	15166	NA	0.5425
Brown Mackie College-Tulsa	Tulsa	OK	455	1.68139258868522	25500	15166	NA	0.5425
Brown Mackie College-Phoenix	Phoenix	AZ	510	1.68139258868522	25500	15166	NA	0.5425
Brown Mackie College-Greenville	Greenville	SC	866	1.68139258868522	25500	15166	NA	0.5425
Brown Mackie College-Albuquerque	Albuquerque	NM	546	1.68139258868522	25500	15166	NA	0.5425
Brown Mackie College-St Louis	Fenton	MO	462	1.68139258868522	25500	15166	NA	0.5425
Brown Mackie College-San Antonio	San Antonio	TX	379	1.68139258868522	25500	15166	NA	0.5425
Art Institute of Wisconsin (The)	Milwaukee	WI	273	1.68139258868522	25500	15166	NA	0.5425
Brown Mackie College-Birmingham	Birmingham	AL	320	1.68139258868522	25500	15166	NA	0.5425
James A Rhodes State College	Lima	OH	3679	1.68036529680365	27600	16425	NA	NA
Bellus Academy-El Cajon	El Cajon	CA	121	1.67958656330749	16900	10062	NA	NA
Connecticut College	New London	CT	1781	1.67906976744186	36100	21500	NA	0.3165
Platt College-Central OKC	Oklahoma City	OK	209	1.67788859683866	23300	13886.5	NA	0.7458
Platt College-Tulsa	Tulsa	OK	536	1.67788859683866	23300	13886.5	NA	0.7458
Platt College-North OKC	Oklahoma City	OK	265	1.67788859683866	23300	13886.5	NA	0.7458
Platt College-Moore	Moore	OK	209	1.67788859683866	23300	13886.5	NA	0.7458
Louisiana College	Pineville	LA	1137	1.67710843373494	34800	20750	973	0.739
City University of Seattle	Bellevue	WA	1009	1.676	41900	25000	NA	NA
Chadron State College	Chadron	NE	2118	1.67574852053671	28600	17067	NA	NA
Award Beauty School	Hagerstown	MD	175	1.67566351776878	14900	8892	NA	NA
American Musical and Dramatic Academy	New York	NY	1257	1.675	20100	12000	NA	0.3095
Rochester College	Rochester Hills	MI	1029	1.67386772215004	27700	16548.5	990	0.6322
University of California-Riverside	Riverside	CA	18516	1.67368421052632	31800	19000	1037	0.7588
Radford University	Radford	VA	8319	1.67320902845927	34100	20380	990	0.8024
Lake Michigan College	Benton Harbor	MI	3537	1.67272727272727	18400	11000	NA	NA
Baker University	Baldwin City	KS	1962	1.672	41800	25000	1065	0.9211
Empire Beauty School-Cincinnati	Cincinnati	OH	168	1.67179572486068	20100	12023	NA	NA
Colorado State University-Fort Collins	Fort Collins	CO	22278	1.67179487179487	32600	19500	1129	0.7587
The University of Findlay	Findlay	OH	2742	1.67142857142857	35100	21000	1105	0.689
Luther Rice University	Lithonia	GA	482	1.67103684280699	37600	22501	NA	NA
College of Saint Elizabeth	Morristown	NJ	1122	1.67095456594966	31500	18851.5	835	0.5262
New York School of Interior Design	New York	NY	461	1.67032967032967	38000	22750	885	0.3191
University of Nebraska at Kearney	Kearney	NE	5220	1.67008035292264	31800	19041	1049	0.8635
Jamestown Business College	Jamestown	NY	317	1.66949152542373	19700	11800	NA	NA
University of Nebraska at Omaha	Omaha	NE	11717	1.66935784374612	33600	20127.5	1050	0.7574
Fayetteville Technical Community College	Fayetteville	NC	9750	1.66920792873766	20800	12461	NA	NA
University of Alabama at Huntsville	Huntsville	AL	5755	1.66818181818182	36700	22000	1164	0.6368
Saint Anselm College	Manchester	NH	1873	1.668	41700	25000	NA	0.7143
Lakeland Community College	Kirtland	OH	7178	1.66777851901268	25000	14990	NA	NA
Le Cordon Bleu College of Culinary Arts-Chicago	Chicago	IL	1389	1.66702951513078	26800	16076.5	NA	NA
DePauw University	Greencastle	IN	2326	1.66666666666667	35000	21000	1212	0.5749
PCI Academy	Ames	IA	128	1.66666666666667	20000	12000	NA	NA
Framingham State University	Framingham	MA	3885	1.66666666666667	32500	19500	1026	0.655
Saint Johns University	Collegeville	MN	1890	1.66585995482414	41300	24792	1160	0.7438
Hair Academy Inc-New Carrollton	New Carrollton	MD	470	1.66579906298803	14400	8644.5	NA	NA
Point Loma Nazarene University	San Diego	CA	2365	1.66521739130435	38300	23000	1149	0.5241
Coconino Community College	Flagstaff	AZ	3208	1.6651116055408	23200	13933	NA	NA
Linfield College-McMinnville Campus	McMinnville	OR	1658	1.664	41600	25000	1121	0.7622
Linfield College-Nursing & Health Sciences	Portland	OR	377	1.664	41600	25000	NA	0.7622
Widener University-Main Campus	Chester	PA	3092	1.66398386439889	42900	25781.5	1005	0.701
Widener University-Delaware Campus	Wilmington	DE	161	1.66398386439889	42900	25781.5	NA	0.701
University of Wisconsin-Eau Claire	Eau Claire	WI	10474	1.66327062502962	35100	21103	1110	0.7591
Jefferson Community and Technical College	Louisville	KY	12228	1.6631255036999	22700	13649	NA	NA
Mount Mercy University	Cedar Rapids	IA	1515	1.66268758526603	39000	23456	990	0.6994
West Chester University of Pennsylvania	West Chester	PA	12521	1.6614124306786	36100	21728.5	1075	0.4651
Marist College	Poughkeepsie	NY	5019	1.66	41500	25000	NA	0.3373
Bakersfield College	Bakersfield	CA	15787	1.65978277497323	21700	13074	NA	NA
Saint Cloud State University	Saint Cloud	MN	12994	1.65925925925926	33600	20250	1011	0.8992
Keiser Career College-Greenacres	Greenacres	FL	1489	1.65863066538091	25800	15555	NA	0.9942
Intellitec College-Grand Junction	Grand Junction	CO	869	1.65833333333333	19900	12000	NA	NA
Menlo College	Atherton	CA	682	1.65680473372781	35000	21125	978	0.379
Central Connecticut State University	New Britain	CT	9763	1.65647058823529	35200	21250	1005	0.6314
Walden University	Minneapolis	MN	8559	1.6559243006034	48300	29168	NA	NA
Maysville Community and Technical College	Maysville	KY	2848	1.65333333333333	21700	13125	NA	NA
La James College of Hairstyling and Cosmetology	Mason City	IA	112	1.65263157894737	15700	9500	NA	NA
Artistic Nails and Beauty Academy	Tampa	FL	237	1.65263157894737	15700	9500	NA	NA
American Beauty Academy	Wheaton	MD	718	1.65263157894737	15700	9500	NA	NA
Artistic Nails and Beauty Academy	Lakeland	FL	184	1.65263157894737	15700	9500	NA	NA
Marinello Schools of Beauty-Los Angeles	Los Angeles	CA	2698	1.65188470066519	14900	9020	NA	NA
Western Carolina University	Cullowhee	NC	7465	1.6504634863215	29200	17692	1035	0.3881
West Texas A & M University	Canyon	TX	6460	1.65034763153463	34300	20783.5	986	0.6914
College of Our Lady of the Elms	Chicopee	MA	1115	1.65	39600	24000	935	0.8314
Springfield College	Springfield	MA	2320	1.64971751412429	36500	22125	1010	0.6783
Springfield College-School of Human Services	Springfield	MA	1405	1.64971751412429	36500	22125	NA	0.6783
College of Saint Benedict	Saint Joseph	MN	2086	1.64968042839869	38200	23156	1163	0.7323
Southern University at Shreveport	Shreveport	LA	2620	1.6495005033687	21300	12913	NA	NA
The New School	New York	NY	6835	1.64911110051952	34600	20981	1125	0.6925
Ohio State University Agricultural Technical Institute	Wooster	OH	653	1.64878048780488	33800	20500	NA	0.6329
Ohio State University-Lima Campus	Lima	OH	1193	1.64878048780488	33800	20500	NA	0.6329
Ohio State University-Mansfield Campus	Mansfield	OH	1252	1.64878048780488	33800	20500	NA	0.6329
Ohio State University-Marion Campus	Marion	OH	1401	1.64878048780488	33800	20500	NA	0.6329
Ohio State University-Newark Campus	Newark	OH	2503	1.64878048780488	33800	20500	NA	0.6329
Ohio State University-Main Campus	Columbus	OH	41709	1.64878048780488	33800	20500	1260	0.6329
Ursuline College	Pepper Pike	OH	938	1.64814814814815	44500	27000	988	0.5451
Siena College	Loudonville	NY	3244	1.648	41200	25000	1130	0.4848
NorthWest Arkansas Community College	Bentonville	AR	7366	1.64771200859676	27600	16750.5	NA	NA
Toni & Guy Hairdressing Academy-Bellingham	Bellingham	WA	102	1.64690978192019	18200	11051	NA	0.9625
Xavier University	Cincinnati	OH	4355	1.64658206249333	38600	23442.5	1113	0.7017
Miami University-Hamilton	Hamilton	OH	3520	1.64651162790698	35400	21500	NA	0.7414
Miami University-Middletown	Middletown	OH	1916	1.64651162790698	35400	21500	NA	0.7414
Miami University-Oxford	Oxford	OH	14831	1.64651162790698	35400	21500	1199	0.7414
Rob Roy Academy-Fall River	Fall River	MA	104	1.64594843462247	14300	8688	NA	NA
Denison University	Granville	OH	2261	1.64515023420542	36000	21882.5	1278	0.4828
Chemeketa Community College	Salem	OR	10889	1.64438502673797	24600	14960	NA	NA
The Master's College and Seminary	Santa Clarita	CA	1177	1.64413793103448	29800	18125	1117	0.6946
Goldey-Beacom College	Wilmington	DE	684	1.64390243902439	33700	20500	NA	0.7484
Empire College School of Business	Santa Rosa	CA	312	1.64242424242424	27100	16500	NA	NA
Eastern Washington University	Cheney	WA	10885	1.64214847759152	31200	18999.5	966	0.8187
Blue Mountain Community College	Pendleton	OR	1622	1.64010934062271	24600	14999	NA	NA
L'Academie de Cuisine	Gaithersburg	MD	147	1.64	32800	20000	NA	0.7778
Louisiana Tech University	Ruston	LA	7502	1.6397442779757	33600	20491	1088	0.6211
Baylor University	Waco	TX	12518	1.63870967741935	38100	23250	1220	0.3966
Fisher College	Boston	MA	1581	1.6384652049571	27500	16784	847	0.5891
Appalachian State University	Boone	NC	15282	1.63835616438356	29900	18250	1126	0.677
Fond du Lac Tribal and Community College	Cloquet	MN	1133	1.63812360387193	24200	14773	NA	NA
Northern Illinois University	Dekalb	IL	17271	1.63809523809524	34400	21000	1010	0.5254
University of Nebraska-Lincoln	Lincoln	NE	19345	1.63801723727442	34400	21001	1148	0.593
Nebraska College of Technical Agriculture	Curtis	NE	254	1.63801723727442	34400	21001	NA	0.593
Xenon International Academy-Wichita	Wichita	KS	210	1.63734363876742	16100	9833	NA	NA
Marinello Schools of Beauty-Hemet	Hemet	CA	538	1.63603765127745	14600	8924	NA	NA
Northern Arizona University	Flagstaff	AZ	20609	1.63602328384235	31900	19498.5	1058	0.6478
Rhodes College	Memphis	TN	1811	1.63478260869565	37600	23000	1281	0.5014
Dickinson State University	Dickinson	ND	1993	1.63414634146341	33500	20500	1005	0.6641
Bemidji State University	Bemidji	MN	4568	1.63369032492285	31500	19281.5	1010	0.9046
Elmhurst College	Elmhurst	IL	3093	1.63255813953488	35100	21500	1088	0.7215
University of Scranton	Scranton	PA	3966	1.632	40800	25000	1118	0.7209
Manor College	Jenkintown	PA	875	1.63157894736842	31000	19000	795	0.5247
Wheaton College	Wheaton	IL	2410	1.62962962962963	33000	20250	1315	0.6473
Michigan State University	East Lansing	MI	36158	1.62874653681471	38800	23822	1160	0.7294
University of Northern Iowa	Cedar Falls	IA	11256	1.62790697674419	35000	21500	1090	0.773
University of Wisconsin-La Crosse	La Crosse	WI	8837	1.62775852635419	35700	21932	1130	0.779
McKendree University	Lebanon	IL	2292	1.62735506368964	33600	20647	1028	0.6753
Hair Dynamics Education Center	Fort Collins	CO	253	1.625	19500	12000	NA	NA
Kennesaw State University	Kennesaw	GA	22040	1.62439024390244	33300	20500	1062	0.6392
American Academy of Dramatic Arts-Los Angeles	Los Angeles	CA	195	1.624	20300	12500	NA	0.4969
American Academy of Dramatic Arts-New York	New York	NY	224	1.624	20300	12500	NA	0.4969
Southern Arkansas University Main Campus	Magnolia	AR	2682	1.62388059701493	27200	16750	1010	0.6687
Saint Xavier University	Chicago	IL	2963	1.62353699130248	37800	23282.5	1050	0.8295
University of Arkansas	Fayetteville	AR	18617	1.62352941176471	34500	21250	1157	0.609
Bluegrass Community and Technical College	Lexington	KY	12426	1.62299239222316	24000	14787.5	NA	NA
Universal Technical Institute-Motorcycle Mechanics Institute Division	Phoenix	AZ	2842	1.62252189330038	30200	18613	NA	NA
Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando	Orlando	FL	4061	1.62252189330038	30200	18613	NA	NA
Universal Technical Institute of Northern California Inc	Sacramento	CA	1972	1.62252189330038	30200	18613	NA	NA
Lynn University	Boca Raton	FL	1578	1.62218593570147	30300	18678.5	NA	NA
Gallaudet University	Washington	DC	1078	1.62142857142857	22700	14000	856	0.6877
Colorado State University-Pueblo	Pueblo	CO	4977	1.62133333333333	30400	18750	972	0.9332
University of Wisconsin-Platteville	Platteville	WI	7369	1.62022329127712	35700	22034	1050	0.9557
University of Colorado-Colorado Springs	Colorado Springs	CO	7638	1.62	32400	20000	1072	0.671
University of Dayton	Dayton	OH	7597	1.62	40500	25000	1189	0.7548
Casal Aveda Institute	Austintown	OH	135	1.61967021172797	16600	10249	NA	0.3733
Mueller College	San Diego	CA	221	1.61962418429122	20600	12719	NA	NA
Wichita State University	Wichita	KS	11313	1.61941302506353	32500	20069	1090	0.9389
University of Northwestern Ohio	Lima	OH	4121	1.61875095746311	31700	19583	NA	NA
University of Puget Sound	Tacoma	WA	2645	1.61860465116279	34800	21500	1246	0.5184
Emporia State University	Emporia	KS	3712	1.61845918311553	29600	18289	1010	0.8226
Gateway Community and Technical College	Florence	KY	3979	1.61826506930941	25800	15943	NA	NA
McDaniel College	Westminster	MD	1551	1.6180790960452	35800	22125	1090	0.7531
Wofford College	Spartanburg	SC	1562	1.6180790960452	35800	22125	1193	0.6482
Kirtland Community College	Roscommon	MI	1747	1.61770623742455	20100	12425	NA	NA
Lincoln Technical Institute-Fern Park	Fern Park	FL	448	1.61770112637454	24200	14959.5	NA	NA
Queens University of Charlotte	Charlotte	NC	1911	1.61684927135411	38000	23502.5	1043	0.7358
La James International College-Cedar Falls	Cedar Falls	IA	111	1.61673799334284	18700	11566.5	NA	NA
Thomas Aquinas College	Santa Paula	CA	358	1.61633922835018	23900	14786.5	1256	0.7895
University of California-Santa Cruz	Santa Cruz	CA	15945	1.61621621621622	29900	18500	1126	0.6382
North Arkansas College	Harrison	AR	2040	1.6156862745098	20600	12750	NA	NA
Penn Commercial Business/Technical School	Washington	PA	392	1.61538461538462	21000	13000	NA	0.8711
The Richard Stockton College of New Jersey	Galloway	NJ	7159	1.615	32300	20000	1055	0.6453
Texas A & M University-Commerce	Commerce	TX	6618	1.61420500403551	32000	19824	976	0.4404
Genesis Career College-Lebanon Campus	Lebanon	TN	347	1.61411195019312	14000	8673.5	NA	NA
Aurora University	Aurora	IL	2778	1.61395348837209	34700	21500	1027	0.7397
University of North Carolina at Wilmington	Wilmington	NC	11587	1.61374829718118	30800	19086	1150	0.5653
B Street Design School of International Hair Styling-Topeka	Topeka	KS	172	1.61320933763523	17000	10538	NA	NA
University of North Dakota	Grand Forks	ND	11004	1.61304347826087	37100	23000	1090	0.7
Austin College	Sherman	TX	1317	1.61304347826087	37100	23000	1230	0.5246
Calumet College of Saint Joseph	Whiting	IN	980	1.61226202570785	36500	22639	828	0.3691
Westminster College	Salt Lake City	UT	2376	1.61224489795918	39500	24500	1121	0.6798
Eastern Oklahoma State College	Wilburton	OK	1659	1.61191593552336	23700	14703	NA	NA
Saint Leo University	Saint Leo	FL	11995	1.61086682049719	37000	22969	967	0.9293
University of Louisiana at Lafayette	Lafayette	LA	14796	1.61081081081081	29800	18500	1030	0.6593
Northeastern State University	Tahlequah	OK	7961	1.61030595813205	29500	18319.5	970	0.5421
Washington State Community College	Marietta	OH	1776	1.61018809924614	22000	13663	NA	NA
Mercer University	Macon	GA	4301	1.60998588777802	40500	25155.5	1176	0.8277
University of South Carolina-Columbia	Columbia	SC	22222	1.6093023255814	34600	21500	1194	0.6986
Christopher Newport University	Newport News	VA	4829	1.60919005650769	34600	21501.5	1131	0.5859
Le Cordon Bleu College of Culinary Arts-Portland	Portland	OR	750	1.60882861321633	24200	15042	NA	NA
