School.Name	State	Admin2011	Tuition2011	AdminperDollar
Ohio State University-Main Campus	Ohio	13034	10082.6301388286	1.29271825114417
University of Washington-Seattle Campus	Washington	8910	10951.5902504338	0.813580475186883
University of Florida	Florida	4087	5859.00757014415	0.697558409179432
University of Wisconsin-Madison	Wisconsin	6688	10010.1304870856	0.668123158696924
University of Michigan-Ann Arbor	Michigan	8556	13085.151430299	0.653870919689045
University of North Carolina at Chapel Hill	North Carolina	4707	7259.28655809446	0.648410826922305
University of California-Los Angeles	California	6793	13139.0083144509	0.517010099805534
University of Iowa	Iowa	3942	8042.28279691874	0.49015933653941
University of Alabama at Birmingham	Alabama	3109	6487.68312168693	0.479215760339355
The University of Texas at Austin	Texas	4826	10143.7369881548	0.47576154681805
University of Utah	Utah	3221	7003.46635837277	0.459915109915426
University of Arizona	Arizona	4415	9617.59665836284	0.459054393403055
North Carolina State University at Raleigh	North Carolina	3323	7268.60794188998	0.457171445559623
University of Minnesota-Twin Cities	Minnesota	6164	13487.0066428172	0.457032473049367
Florida State University	Florida	2554	6034.04244363794	0.423265169885048
Michigan State University	Michigan	5007	12637.7250081136	0.396194726249022
University of Georgia	Georgia	3873	9810.23859013707	0.394791621469207
Indiana University-Purdue University-Indianapolis	Indiana	3355	8537.3518473923	0.392979000979651
University of Missouri-Columbia	Missouri	3642	9309.99099311044	0.391192644836622
University of South Florida-Main Campus	Florida	2346	6007.11400156197	0.390536953250761
University of Illinois at Chicago	Illinois	5056	13107.9370351325	0.385720497927987
University of Kentucky	Kentucky	3383	9453.9545872858	0.357839671088503
Florida International University	Florida	2104	5880.75746566705	0.357777040165921
University of Central Florida	Florida	2045	5783.40079046932	0.353598181085778
Brigham Young University-Provo	Utah	1659	4722.83445640045	0.351272104774221
University of Connecticut	Connecticut	3831	11051.0183442528	0.346664884688419
University of New Mexico-Main Campus	New Mexico	2037	6016.4353853575	0.338572571552509
West Virginia University	West Virginia	1934	5876.61462842459	0.329101042400405
University of California-San Diego	California	4490	13671.3629001066	0.328423730158242
University of Maryland-College Park	Maryland	2941	8964.06408336532	0.328087792841378
University of California-Berkeley	California	4276	13292.2932924218	0.321690163309731
University of Kansas	Kansas	2885	9551.31126248353	0.302052767490884
University of Pittsburgh-Pittsburgh Campus	Pennsylvania	4998	16708.0625988272	0.299137016661096
East Carolina University	North Carolina	1610	5555.54474213421	0.289800564072409
Purdue University-Main Campus	Indiana	2844	9816.45284600075	0.289717685666738
University of Houston	Texas	2216	7781.28405064398	0.284785902375149
University of Illinois at Urbana-Champaign	Illinois	4069	14332.1454402784	0.283907250101208
Pennsylvania State University-Main Campus	Pennsylvania	4682	16554.7776208563	0.282818658590826
University of Louisville	Kentucky	2379	9248.88414378421	0.257220218462659
University of Arkansas	Arkansas	1910	7430.17859434579	0.25705976992982
University of Nebraska-Lincoln	Nebraska	2008	7833.06951617469	0.25634905905707
University of California-Davis	California	3666	14354.9310451119	0.255382626950921
Iowa State University	Iowa	1954	7753.3198992574	0.252021072958327
Oklahoma State University-Main Campus	Oklahoma	1811	7360.78607053464	0.246033505477012
Pima Community College	Arizona	384	1586.70666386085	0.242010706040417
Florida Atlantic University	Florida	1067	4416.26450045866	0.241606905539554
Rutgers University-New Brunswick	New Jersey	3179	13209.4365475726	0.240661286993666
University of Virginia-Main Campus	Virginia	2802	12206.8699348982	0.229542873393725
University of Cincinnati-Main Campus	Ohio	2454	10791.0553072886	0.227410566447795
Auburn University	Alabama	1995	9008.59958372173	0.221455064292668
University of Wyoming	Wyoming	944	4272.3009062833	0.220958219167487
Wayne State University	Michigan	2195	10159.272627814	0.216058775112554
New Mexico State University-Main Campus	New Mexico	1297	6033.00673432732	0.214984013298075
Vanderbilt University	Tennessee	9183	42807.9372263033	0.214516292888729
Houston Community College	Texas	696	3348.44820121549	0.207857478502236
University of South Carolina-Columbia	South Carolina	2168	10531.0922703245	0.205866584808984
Central New Mexico Community College	New Mexico	277	1356.77919690451	0.204159969899284
Kansas State University	Kansas	1599	7930.42619137241	0.201628507902837
Virginia Polytechnic Institute and State University	Virginia	2147	10884.2691452439	0.197257158138006
University at Buffalo	New York	1516	7749.17706201494	0.195633676694672
Duke University	North Carolina	8194	43435.5770685355	0.188647200129768
The University of Alabama	Alabama	1678	8907.10007128154	0.188389036450847
Berea College	Kentucky	172	942.495472658861	0.18249424531958
The University of Texas at San Antonio	Texas	1329	7293.46496534472	0.182217917864117
University of California-Irvine	California	2458	13590.5775738787	0.180860598943515
Miami Dade College	Florida	588	3276.98425878312	0.179433269605741
University of Colorado Denver	Colorado	1365	7658.0346426809	0.178244166250225
Kennesaw State University	Georgia	980	5530.68771867947	0.177193153880326
Stony Brook University	New York	1282	7243.75091843524	0.176980132866983
Oregon State University	Oregon	1368	7871.39076066741	0.173793938275275
Utah State University	Utah	988	5758.54376701458	0.171571154092697
Cuyahoga Community College District	Ohio	627	3680.91088992263	0.170338271898014
Washington State University	Washington	1900	11184.624845322	0.169876059883643
University of Hawaii at Manoa	Hawaii	1595	9424.95472658861	0.169231582142285
Temple University	Pennsylvania	2363	14081.5037871097	0.167808782053739
Tallahassee Community College	Florida	349	2089.02567950871	0.167063527951498
Texas Tech University	Texas	1260	7643.5347123323	0.164845198906087
Columbia University in the City of New York	New York	7714	46907.2746777141	0.164452103708872
Colorado State University-Fort Collins	Colorado	1303	8235.96043800358	0.158208627859297
University of Puerto Rico-Mayaguez	Puerto Rico	445	2849.23631349948	0.156182201487332
University of North Texas	Texas	1289	8274.28168249631	0.155783915687424
University of Mississippi	Mississippi	934	5996.75690845583	0.155750852378724
Palm Beach State College	Florida	374	2406.98843786724	0.155380887633756
San Francisco State University	California	1006	6500.1116334143	0.154766572750625
Central Piedmont Community College	North Carolina	390	2537.48781100463	0.153695319563168
Harvard University	Massachusetts	6283	41274.0517372838	0.152226392504238
University of Pennsylvania	Pennsylvania	6591	43601.2905582338	0.151165250285357
University of North Carolina at Charlotte	North Carolina	824	5634.25864974088	0.14624816701269
San Jacinto Community College	Texas	266	1845.63399151438	0.144123916888711
Georgia State University	Georgia	1399	9746.02461287899	0.14354570766744
University of North Carolina at Greensboro	North Carolina	850	5970.86417569048	0.142357952716569
University of Nevada-Las Vegas	Nevada	945	6657.53944862765	0.141944333532233
University of Southern California	California	6235	44347.0012618759	0.140595752194863
University of Southern Mississippi	Mississippi	846	6042.32811812285	0.140012257438086
Boise State University	Idaho	806	5764.75802287826	0.139815061933437
University of Colorado Boulder	Colorado	1310	9478.81161074054	0.138202978790677
The University of Montana	Montana	819	5926.32867533407	0.138196857593936
University of Wisconsin-Milwaukee	Wisconsin	1215	8984.7782695776	0.135228712779032
Hillsborough Community College	Florida	339	2509.52365961804	0.135085397063599
Broward College	Florida	341	2533.34497376217	0.134604644662189
Central Texas College	Texas	317	2361.41722820022	0.134241419184362
University of Delaware	Delaware	1543	11591.6586043934	0.133112961023126
Utah Valley University	Utah	617	4747.69147985518	0.129957896931167
University of North Dakota	North Dakota	945	7345.25043087543	0.128654565136096
San Juan College	New Mexico	150	1168.28010237274	0.128393866929133
George Mason University	Virginia	1209	9596.88247215055	0.12597841054201
Johns Hopkins University	Maryland	5511	43789.7896527655	0.125851255365689
College of the Canyons	California	117	942.495472658861	0.124138527339482
Salt Lake Community College	Utah	382	3160.98481599433	0.120848413465041
University of Oregon	Oregon	1093	9102.84913098761	0.1200722965164
University of South Alabama	Alabama	769	6425.54056305008	0.119678646870913
Santa Barbara City College	California	134	1133.06598581186	0.118263191798125
Clemson University	South Carolina	1474	12743.3673577963	0.115668014474857
City College of San Francisco	California	120	1037.78072923536	0.115631362791267
The University of Texas-Pan American	Texas	600	5213.76066963154	0.115080080966279
Virginia Commonwealth University	Virginia	1134	9856.8455091147	0.115046948737442
Georgia Southern University	Georgia	674	5861.07898876538	0.114995890908813
University of Alaska Fairbanks	Alaska	662	5766.82944149949	0.114794447575662
Wright State University-Main Campus	Ohio	926	8078.53262279024	0.114624776953636
University of North Florida	Florida	662	5827.93629082573	0.113590809330245
Kent State University at Kent	Ohio	1097	9679.73921699968	0.113329499422199
San Diego State University	California	772	6812.89584521976	0.113314516695814
California State University-Long Beach	California	731	6462.82609823219	0.113108412463698
Florida Agricultural and Mechanical University	Florida	604	5372.22419415551	0.112430155215245
Northern Arizona University	Arizona	1018	9141.17037548033	0.111364295619149
California State University-Northridge	California	748	6719.68200726449	0.111314791264133
California State University-Fullerton	California	703	6338.54098095849	0.110908804109948
The University of Texas at El Paso	Texas	811	7317.28627948885	0.110833438657897
Washington University in St Louis	Missouri	4815	43491.5053713087	0.11071127473956
St Petersburg College	Florida	340	3094.69942011503	0.109865274084474
Montana State University	Montana	712	6657.53944862765	0.10694641849201
Emory University	Georgia	4525	42633.9380621202	0.10613610202761
Old Dominion University	Virginia	721	6800.4673334924	0.10602212533969
Portland Community College	Oregon	343	3235.55588635855	0.1060096045462
University of Nevada-Reno	Nevada	618	5831.04341875757	0.105984462062483
New York University	New York	4562	43091.7215774116	0.10586720216793
East Tennessee State University	Tennessee	686	6494.93308686123	0.105620795599531
College of the Redwoods	California	97	919.70986782535	0.105468043122508
University of Louisiana at Lafayette	Louisiana	531	5037.69008682714	0.105405451873368
University of California-Santa Barbara	California	1482	14080.4680777991	0.10525218279758
Stanford University	California	4498	43048.2217863658	0.10448747505349
Valencia College	Florida	321	3078.1280711452	0.1042841599117
Rio Salado College	Arizona	200	1920.2050618786	0.104155542535823
SUNY at Albany	New York	771	7428.10717572456	0.103794948263491
Wake Technical Community College	North Carolina	236	2288.91757645723	0.103105503853607
University of Memphis	Tennessee	786	7653.89180543844	0.102692854822106
San Jose State University	California	715	7071.8231728733	0.10110546920102
Weber State University	Utah	476	4710.40594467308	0.101052861598542
The University of Texas at Arlington	Texas	907	9195.02725963227	0.098640273094337
Florida State College at Jacksonville	Florida	273	2804.70081314307	0.0973365853215781
Northern Illinois University	Illinois	1250	12865.5810564488	0.0971584567005195
Yavapai College	Arizona	161	1665.42057146753	0.0966722777166917
Portland State University	Oregon	774	8041.24708760813	0.0962537267624525
College of Southern Nevada	Nevada	249	2602.73749757332	0.0956685029635748
The University of Texas at Dallas	Texas	1015	10642.9488758708	0.0953683055173889
University of New Orleans	Louisiana	512	5400.18834554209	0.0948115079028052
Tulsa Community College	Oklahoma	240	2537.48781100463	0.0945817351157958
Johnson County Community College	Kansas	282	2982.8428145687	0.0945406840154851
Eastern Kentucky University	Kentucky	679	7208.53680187436	0.0941938729956191
South Dakota State University	South Dakota	670	7132.93002219953	0.0939305443786475
Troy University	Alabama	622	6640.96809965782	0.0936610431891774
El Paso Community College	Texas	181	1936.77641084843	0.0934542567671561
Saint Louis Community College	Missouri	385	4163.55142866881	0.0924691352072703
Santa Fe College	Florida	235	2544.73777617892	0.0923474324937584
University of North Carolina Wilmington	North Carolina	540	5874.54320980336	0.0919220406956672
Daytona State College	Florida	295	3214.84170014627	0.0917619054109501
University of Toledo	Ohio	830	9101.813421677	0.0911906190060171
Ohio University-Main Campus	Ohio	936	10290.807710262	0.0909549596448701
University of Central Oklahoma	Oklahoma	444	4886.47652747748	0.0908630170437356
Southwestern College	Kansas	99	1089.56619476607	0.0908618498587463
University of Miami	Florida	3731	41070.0170030928	0.0908448613429849
California State University-Sacramento	California	616	6807.71729866669	0.090485543534636
Columbus State Community College	Ohio	277	3063.6281407966	0.0904156729439019
University of California-Riverside	California	1197	13385.5071303771	0.0894250765653495
Sinclair Community College	Ohio	285	3195.1632232446	0.0891973211029233
SUNY at Binghamton	New York	666	7473.67838539158	0.0891127455125439
Missouri State University-Springfield	Missouri	606	6833.61003143205	0.0886793359897078
Santa Rosa Junior College	California	93	1050.20924096273	0.0885537818299395
Towson University	Maryland	725	8188.31780971533	0.0885407744115399
Marshall University	West Virginia	514	5849.68618634862	0.0878679613958641
