School.Name	State	Admin1987	Admin2011	Student1987	Student2011	AdminFC	StudentFC	AdmintoStudentFCRatio
Purdue University-North Central Campus	Indiana	29	85	1598	3531	2.93103448275862	2.20963704630788	1.32647779763474
CUNY Bronx Community College	New York	71	175	4694	8723	2.46478873239437	1.85832978270132	1.32634624668797
Luther Seminary	Minnesota	48	62	606	591	1.29166666666667	0.975247524752475	1.32445008460237
University of Colorado Colorado Springs	Colorado	84	256	3638	8373	3.04761904761905	2.30153930731171	1.32416554344179
Wayne State University	Michigan	1163	2195	18434	26277	1.88736027515047	1.42546381686015	1.32403239761479
Boston University	Massachusetts	1700	3214	22291	31830	1.89058823529412	1.42793055493248	1.32400572896454
Bristol Community College	Massachusetts	47	118	3020	5729	2.51063829787234	1.89701986754967	1.3234644195452
Community College of Rhode Island	Rhode Island	90	165	7721	10697	1.83333333333333	1.38544230022018	1.32328378673148
Meridian Community College	Mississippi	31	66	1844	2968	2.12903225806452	1.60954446854664	1.32275454308321
Frostburg State University	Maryland	105	196	3503	4944	1.86666666666667	1.41136168998002	1.32259978425027
Stephens College	Missouri	46	66	972	1057	1.43478260869565	1.08744855967078	1.31940273950064
Lebanon Valley College	Pennsylvania	40	104	975	1925	2.6	1.97435897435897	1.31688311688312
California State University-Fullerton	California	313	703	16580	28370	2.24600638977636	1.71109770808203	1.31261141848756
Temple University	Pennsylvania	1176	2363	21960	33618	2.0093537414966	1.53087431693989	1.31255304191996
Centenary College	New Jersey	27	146	593	2444	5.40740740740741	4.12141652613828	1.31202642904771
University of Sioux Falls	South Dakota	28	75	645	1317	2.67857142857143	2.04186046511628	1.31182883176049
Palm Beach Atlantic University	Florida	31	125	1027	3158	4.03225806451613	3.07497565725414	1.31131381642117
Kean University	New Jersey	165	375	7802	13525	2.27272727272727	1.7335298641374	1.31104016131743
Lynchburg College	Virginia	63	127	1736	2670	2.01587301587302	1.53801843317972	1.31069496462755
Lake Area Technical Institute	South Dakota	12	23	1143	1672	1.91666666666667	1.46281714785652	1.31025717703349
University of Puerto Rico-Ponce	Puerto Rico	51	85	2203	2804	1.66666666666667	1.27280980481162	1.30943889681408
University of Minnesota-Twin Cities	Minnesota	4248	6164	39048	43279	1.45103578154426	1.10835382093833	1.30918101614502
Terra State Community College	Ohio	23	50	1411	2345	2.17391304347826	1.66194188518781	1.3080559933253
Kentucky State University	Kentucky	104	201	1540	2276	1.93269230769231	1.47792207792208	1.30770920643504
Southwest Tennessee Community College	Tennessee	30	154	2389	9380	5.13333333333333	3.92632900795312	1.30741293532338
Northwestern College	Minnesota	44	158	946	2601	3.59090909090909	2.74947145877378	1.30603613994617
Massasoit Community College	Massachusetts	76	120	4434	5363	1.57894736842105	1.20951736580965	1.30543588133115
Concord University	West Virginia	41	72	2042	2748	1.75609756097561	1.34573947110676	1.30493130258814
Gadsden State Community College	Alabama	39	92	2982	5392	2.35897435897436	1.80818242790074	1.30461081944761
Virginia Polytechnic Institute and State University	Virginia	1138	2147	21640	31303	1.88664323374341	1.44653419593346	1.30425069731998
Jefferson Community and Technical College	Kentucky	60	145	4647	8612	2.41666666666667	1.85323864859049	1.30402345564329
Wingate University	North Carolina	55	129	1362	2451	2.34545454545455	1.79955947136564	1.30334928229665
American University of Puerto Rico	Puerto Rico	72	39	2478	1031	0.541666666666667	0.416061339790153	1.30189136760427
Monroe Community College	New York	119	261	8611	14510	2.19327731092437	1.68505400069678	1.30160654199654
Baltimore City Community College	Maryland	81	185	2623	4608	2.28395061728395	1.75676706061761	1.30008734139232
Louisiana State University Eunice	Louisiana	22	43	1168	1757	1.95454545454545	1.50428082191781	1.29932219175247
Oglala Lakota College	South Dakota	28	74	619	1260	2.64285714285714	2.03554119547658	1.29835600907029
Thiel College	Pennsylvania	60	96	862	1063	1.6	1.23317865429234	1.29746001881468
Mercy College	New York	115	284	4793	9123	2.4695652173913	1.90340079282287	1.29744887503634
Drew University	New Jersey	111	217	1591	2399	1.95495495495495	1.50785669390321	1.29651243573711
Pennsylvania State University-Penn State Brandywine	Pennsylvania	19	28	1367	1554	1.47368421052632	1.13679590343819	1.29634898055951
Illinois Institute of Technology	Illinois	173	491	3351	7337	2.83815028901734	2.18949567293345	1.29625754647637
Genesee Community College	New York	47	129	2131	4514	2.74468085106383	2.11825434068512	1.29572771236531
University of Bridgeport	Connecticut	151	214	3526	3857	1.41721854304636	1.09387407827567	1.29559569167266
Cazenovia College	New York	46	82	855	1177	1.78260869565217	1.3766081871345	1.29492815189686
University of Illinois at Urbana-Champaign	Illinois	2209	4069	34223	48738	1.84200995925758	1.42412997107209	1.2934282661511
Mount Saint Mary College	New York	37	116	937	2273	3.13513513513514	2.42582710779082	1.29239842570243
Saint Paul College-A Community and Technical College	Minnesota	26	66	2407	4729	2.53846153846154	1.96468633153303	1.2920441791239
Southern New Hampshire University	New Hampshire	94	345	3789	10764	3.67021276595745	2.84085510688836	1.29193944353519
Black Hawk College	Illinois	70	148	3214	5263	2.11428571428571	1.63752333540759	1.29114844873918
Valdosta State University	Georgia	124	355	5293	11739	2.86290322580645	2.21783487625165	1.29085499396827
Salem Community College	New Jersey	25	49	700	1063	1.96	1.51857142857143	1.29068673565381
Quinebaug Valley Community College	Connecticut	20	47	649	1182	2.35	1.82126348228043	1.29031302876481
Ohio University-Main Campus	Ohio	426	936	15541	26477	2.19718309859155	1.70368702142719	1.28966357726371
Connecticut College	Connecticut	136	200	1822	2079	1.47058823529412	1.1410537870472	1.28879834762188
University of Mississippi	Mississippi	329	934	8276	18272	2.83890577507599	2.20782986950217	1.28583538717868
Rend Lake College	Illinois	35	73	1909	3100	2.08571428571429	1.62388685175485	1.28439631336406
Jefferson Community College	New York	21	60	1288	2868	2.85714285714286	2.22670807453416	1.28312412831241
North Georgia College & State University	Georgia	58	234	1826	5754	4.03448275862069	3.15115005476451	1.28032073639927
Johnson County Community College	Kansas	100	282	5656	12468	2.82	2.2043847241867	1.27926852743022
Albany Medical College	New York	293	479	615	786	1.63481228668942	1.2780487804878	1.27914701821119
University of St Thomas	Texas	37	133	1003	2820	3.59459459459459	2.81156530408774	1.27850297105616
Tufts University	Massachusetts	855	1647	7389	11139	1.92631578947368	1.50751116524564	1.27781195515047
Rogers State University	Oklahoma	54	123	1993	3554	2.27777777777778	1.78324134470647	1.27732445444882
George C Wallace State Community College-Dothan	Alabama	18	37	2364	3806	2.05555555555556	1.60998307952623	1.27675599929935
Wright State University-Main Campus	Ohio	521	926	11155	15529	1.77735124760077	1.39211116091439	1.27673083694936
Inter American University of Puerto Rico-Arecibo	Puerto Rico	30	66	3066	5284	2.2	1.72341813437704	1.27653292959879
Lyon College	Arkansas	44	56	557	556	1.27272727272727	0.998204667863555	1.27501635055592
University of Scranton	Pennsylvania	128	283	4011	6957	2.2109375	1.73448017950636	1.27469747197068
Southwest Virginia Community College	Virginia	38	34	3006	2110	0.894736842105263	0.701929474384564	1.27468196557745
Grayson College	Texas	30	55	1907	2751	1.83333333333333	1.44257996853697	1.27087119835211
King's College	Pennsylvania	70	112	1966	2476	1.6	1.25940996948118	1.27043618739903
Ohio State University-Main Campus	Ohio	6714	13034	45312	69248	1.94131665177242	1.52824858757062	1.27028852999526
Becker College	Massachusetts	29	87	641	1514	3	2.3619344773791	1.27014531043593
Rose State College	Oklahoma	65	80	5424	5258	1.23076923076923	0.969395280235988	1.26962577171782
Smith College	Massachusetts	261	378	2835	3237	1.44827586206897	1.14179894179894	1.26841583841999
Le Moyne College	New York	84	167	1980	3104	1.98809523809524	1.56767676767677	1.2681793078056
New York Law School	New York	53	135	727	1462	2.54716981132075	2.01100412654746	1.26661590480861
Muskegon Community College	Michigan	35	56	2760	3488	1.6	1.26376811594203	1.26605504587156
Trocaire College	New York	32	73	613	1106	2.28125	1.80424143556281	1.26438178119349
University of South Carolina-Columbia	South Carolina	980	2168	17415	30503	2.21224489795918	1.75153603215619	1.26303133783428
American University of Puerto Rico	Puerto Rico	13	15	1007	920	1.15384615384615	0.913604766633565	1.26295986622074
Misericordia University	Pennsylvania	37	134	881	2527	3.62162162162162	2.8683314415437	1.26262312965914
Seattle University	Washington	123	381	2789	6849	3.09756097560976	2.45571889566153	1.26136626675071
University of Hartford	Connecticut	212	345	4897	6318	1.62735849056604	1.29017765979171	1.26134449640739
Trinity University	Texas	180	246	2323	2519	1.36666666666667	1.08437365475678	1.26032817255525
Kent State University at Tuscarawas	Ohio	8	28	619	1719	3.5	2.77705977382876	1.26032577079698
Life University	Georgia	38	100	1297	2709	2.63157894736842	2.08866615265998	1.25993277768064
SUNY College of Technology at Canton	New York	54	117	1927	3319	2.16666666666667	1.7223663725999	1.25795922466606
University of North Carolina at Pembroke	North Carolina	50	175	2006	5585	3.5	2.78414755732802	1.25711727842435
The University of Tampa	Florida	45	213	1837	6927	4.73333333333333	3.77082199237888	1.25525239401376
University of San Francisco	California	266	546	5784	9459	2.05263157894737	1.6353734439834	1.25514547548701
Northeast Community College	Nebraska	42	100	1728	3283	2.38095238095238	1.89988425925926	1.25320917279492
Kent State University at Kent	Ohio	569	1097	16828	25891	1.92794376098418	1.53856667458997	1.25307781120242
Somerset Community College	Kentucky	14	90	1084	5565	6.42857142857143	5.13376383763838	1.25221409318444
South Mountain Community College	Arizona	14	39	1249	2779	2.78571428571429	2.22497998398719	1.25201768364777
Alice Lloyd College	Kentucky	28	39	520	579	1.39285714285714	1.11346153846154	1.25092524056255
CUNY York College	New York	72	173	3220	6187	2.40277777777778	1.92142857142857	1.25051631557208
Saint Augustine's University	North Carolina	119	137	1592	1466	1.15126050420168	0.920854271356784	1.2502092242081
H Councill Trenholm State Technical College	Alabama	12	39	557	1448	3.25	2.59964093357271	1.2501726519337
Rhode Island College	Rhode Island	105	178	5363	7277	1.6952380952381	1.3568898004848	1.24935576539259
Bergen Community College	New Jersey	86	194	6513	11766	2.25581395348837	1.8065407646246	1.2486925275429
Santa Clara University	California	187	509	4715	10283	2.72192513368984	2.18091198303287	1.24806739330425
Piedmont Virginia Community College	Virginia	26	45	2187	3033	1.73076923076923	1.38683127572016	1.24800273910066
Southwest Minnesota State University	Minnesota	51	111	2076	3622	2.17647058823529	1.74470134874759	1.24747458342807
Blinn College	Texas	33	148	3859	13899	4.48484848484848	3.60171028763928	1.24519967645372
Monmouth College	Illinois	29	70	654	1269	2.41379310344828	1.94036697247706	1.24398793511046
University of Maine at Presque Isle	Maine	39	55	935	1061	1.41025641025641	1.13475935828877	1.24278015418449
Bowling Green State University-Main Campus	Ohio	471	612	15840	16573	1.29936305732484	1.04627525252525	1.24189409449258
Santa Barbara City College	California	59	134	6790	12424	2.27118644067797	1.82974963181149	1.24125530684187
Corning Community College	New York	47	86	2221	3284	1.82978723404255	1.4786132372805	1.23750226760308
Siena Heights University	Michigan	53	121	1064	1963	2.28301886792453	1.84492481203008	1.23745902978691
Central Carolina Community College	North Carolina	26	70	1710	3725	2.69230769230769	2.17836257309942	1.23593185338152
University of Wisconsin-Green Bay	Wisconsin	126	217	3951	5507	1.72222222222222	1.39382434826626	1.23560922462321
Elmira College	New York	55	92	1102	1492	1.67272727272727	1.35390199637024	1.23548622958811
St Mary's College of Maryland	Maryland	58	115	1275	2047	1.98275862068966	1.60549019607843	1.23498643936459
William Paterson University of New Jersey	New Jersey	155	303	6363	10084	1.95483870967742	1.58478705013358	1.23350245038451
Murray State University	Kentucky	195	371	5718	8820	1.9025641025641	1.54249737670514	1.23343101343101
New Jersey City University	New Jersey	153	337	3819	6821	2.20261437908497	1.78606965174129	1.23321863564367
Palm Beach State College	Florida	107	374	7325	20786	3.49532710280374	2.83767918088737	1.23175555797351
DeSales University	Pennsylvania	48	134	1252	2843	2.79166666666667	2.27076677316294	1.22939383280572
Madonna University	Michigan	53	95	2237	3263	1.79245283018868	1.45864997764864	1.22884369633223
Western New Mexico University	New Mexico	51	127	1127	2284	2.49019607843137	2.02661934338953	1.22874386181793
Wesley College	Delaware	27	63	830	1577	2.33333333333333	1.9	1.2280701754386
Clarke University	Iowa	41	88	607	1062	2.14634146341463	1.7495881383855	1.22676955583115
Arkansas State University-Beebe	Arkansas	19	100	814	3493	5.26315789473684	4.29115479115479	1.2265131767294
University of Maryland-Baltimore	Maryland	929	2102	3524	6504	2.26264800861141	1.84562996594779	1.22594889027469
Howard Community College	Maryland	43	173	1958	6434	4.02325581395349	3.28600612870276	1.2243604108985
West Hills College Coalinga	California	21	39	1298	1970	1.85714285714286	1.51771956856703	1.22364031907179
Indiana University-Purdue University-Fort Wayne	Indiana	146	302	6064	10258	2.06849315068493	1.69162269129288	1.22278635852539
Hinds Community College	Mississippi	99	173	6856	9804	1.74747474747475	1.42998833138856	1.22202028444378
Norwalk Community College	Connecticut	38	109	1732	4069	2.86842105263158	2.34930715935335	1.22096467514325
Fisk University	Tennessee	65	78	526	517	1.2	0.982889733840304	1.22088974854932
Thomas College	Maine	25	52	513	874	2.08	1.7037037037037	1.22086956521739
Skagit Valley College	Washington	35	62	2786	4044	1.77142857142857	1.45154343144293	1.22037586547972
Sonoma State University	California	155	349	4178	7711	2.25161290322581	1.84561991383437	1.21997648938885
University of South Florida-Main Campus	Florida	979	2346	18326	36069	2.39632277834525	1.96818727490996	1.21752782821689
Southern Methodist University	Texas	555	1081	6712	10744	1.94774774774775	1.60071513706794	1.21679848128098
Bridgewater College	Virginia	46	117	854	1786	2.54347826086957	2.09133489461358	1.21619845172598
Biola University	California	109	339	2184	5588	3.11009174311927	2.55860805860806	1.21554050947968
Northeastern Illinois University	Illinois	263	474	5713	8473	1.80228136882129	1.48310869945738	1.21520517645179
University of Alaska Anchorage	Alaska	82	405	3145	12783	4.9390243902439	4.06454689984102	1.2151475950338
University of Delaware	Delaware	935	1543	15929	21654	1.65026737967914	1.35940737020529	1.21396088902323
Pacific University	Oregon	55	164	1260	3096	2.98181818181818	2.45714285714286	1.21353065539112
Texas A & M University-College Station	Texas	2120	3238	35701	44937	1.52735849056604	1.25870423797653	1.21343715583368
Spring Hill College	Alabama	63	105	1038	1426	1.66666666666667	1.373795761079	1.21318373071529
Florida State University	Florida	1053	2554	19878	39762	2.42545109211776	2.00030184123151	1.21254254839085
University of Utah	Utah	1707	3221	18457	28732	1.88693614528412	1.55669935525817	1.21213909346753
East Texas Baptist University	Texas	46	91	643	1050	1.97826086956522	1.63297045101089	1.21144927536232
Syracuse University	New York	1056	1638	16283	20856	1.55113636363636	1.28084505312289	1.21102576760121
Kishwaukee College	Illinois	31	73	1815	3532	2.35483870967742	1.94600550964187	1.21008840828554
Wytheville Community College	Virginia	14	34	1162	2334	2.42857142857143	2.00860585197935	1.20908311910883
South Dakota State University	South Dakota	318	670	6117	10661	2.10691823899371	1.74284780120974	1.20889399380213
Pasco-Hernando Community College	Florida	26	127	1930	7802	4.88461538461539	4.04248704663212	1.20831936584308
Schenectady County Community College	New York	33	82	1827	3758	2.48484848484848	2.05692391899288	1.20804102762591
Salem College	North Carolina	34	67	670	1093	1.97058823529412	1.63134328358209	1.20795436198267
Newberry College	South Carolina	45	99	627	1142	2.2	1.8213716108453	1.20788091068301
Bethany College	Kansas	52	51	709	576	0.980769230769231	0.812411847672779	1.20723157051282
Georgia Southern University	Georgia	226	674	7707	19063	2.98230088495575	2.47346568055015	1.20571751142811
CUNY Lehman College	New York	124	248	5620	9326	2	1.65943060498221	1.20523268282222
Widener University-Main Campus	Pennsylvania	136	243	2873	4263	1.78676470588235	1.48381482770623	1.20416959887403
California State University-Chico	California	272	364	13197	14670	1.33823529411765	1.11161627642646	1.20386442920727
AIB College of Business	Iowa	50	62	895	924	1.24	1.03240223463687	1.20108225108225
Jones County Junior College	Mississippi	32	58	2723	4117	1.8125	1.5119353654058	1.1987946320136
Carnegie Mellon University	Pennsylvania	1051	2325	5895	10882	2.21217887725975	1.8459711620017	1.19838214312132
Coastline Community College	California	24	30	4805	5013	1.25	1.04328824141519	1.19813484939158
Kaskaskia College	Illinois	33	81	1874	3844	2.45454545454545	2.05122732123799	1.19662283606092
Elizabethtown College	Pennsylvania	114	172	1543	1948	1.50877192982456	1.26247569669475	1.19508988075939
Saginaw Valley State University	Michigan	93	284	3590	9184	3.05376344086022	2.55821727019499	1.19370761679967
Davis & Elkins College	West Virginia	50	69	684	791	1.38	1.15643274853801	1.19332490518331
Skidmore College	New York	198	267	2492	2822	1.34848484848485	1.13242375601926	1.19079526662801
University of Florida	Florida	2096	4087	29211	47877	1.94990458015267	1.63900585395913	1.18968737997033
Hamline University	Minnesota	84	249	1777	4430	2.96428571428571	2.49296567248171	1.1890599806514
Western Technical College	Wisconsin	54	87	2517	3411	1.61111111111111	1.35518474374255	1.18884979966774
DePaul University	Illinois	335	1151	7515	21740	3.43582089552239	2.89288090485695	1.18768141811641
Iowa Lakes Community College	Iowa	34	80	1278	2535	2.35294117647059	1.98356807511737	1.18621649843369
University of Illinois at Chicago	Illinois	2744	5056	18227	28348	1.84256559766764	1.55527514127393	1.18472002076648
Des Moines University-Osteopathic Medical Center	Iowa	54	102	1035	1651	1.88888888888889	1.5951690821256	1.18413082980012
American International College	Massachusetts	43	141	1287	3564	3.27906976744186	2.76923076923077	1.18410852713178
Granite State College	New Hampshire	22	57	768	1682	2.59090909090909	2.19010416666667	1.18300724246027
The University of Alabama	Alabama	710	1678	15019	30022	2.36338028169014	1.9989346827352	1.18231991375339
Southeast Community College Area	Nebraska	29	133	2529	9819	4.58620689655172	3.88256227758007	1.18123202376813
Humboldt State University	California	180	299	5266	7406	1.66111111111111	1.40638055450057	1.18112491373361
University of Rhode Island	Rhode Island	425	695	11478	15897	1.63529411764706	1.38499738630423	1.18072000266421
Bellevue College	Washington	69	171	5334	11209	2.47826086956522	2.10142482189726	1.17932406800436
Webster University	Missouri	89	481	2737	12544	5.40449438202247	4.58312020460358	1.17921724518459
Rio Salado College	Arizona	60	200	5042	14263	3.33333333333333	2.82883776279254	1.1783402276286
North Shore Community College	Massachusetts	87	153	3519	5253	1.75862068965517	1.49275362318841	1.17810512219618
Athens Technical College	Georgia	26	76	1274	3165	2.92307692307692	2.48430141287284	1.17661927330174
Murray State College	Oklahoma	21	53	883	1896	2.52380952380952	2.14722536806342	1.17538175607796
Saint Michael's College	Vermont	77	116	1835	2353	1.50649350649351	1.28228882833787	1.17484725219532
Frederick Community College	Maryland	35	95	1813	4189	2.71428571428571	2.31053502482074	1.17474337550728
Elizabeth City State University	North Carolina	64	148	1529	3010	2.3125	1.96860693263571	1.17468853820598
City University of Seattle	Washington	69	74	1707	1560	1.07246376811594	0.913884007029877	1.17352285395764
Adirondack Community College	New York	30	54	1855	2846	1.8	1.53423180592992	1.17322557976107
Northern New Mexico College	New Mexico	33	60	870	1349	1.81818181818182	1.55057471264368	1.17258575375699
Florida Atlantic University	Florida	230	1067	6077	24061	4.63913043478261	3.95935494487412	1.1716884440453
Moraine Valley Community College	Illinois	97	198	7273	12681	2.04123711340206	1.74357211604565	1.17072135681517
San Diego City College	California	17	26	7494	9794	1.52941176470588	1.30691219642381	1.17024829127077
Aquinas College	Michigan	74	98	1537	1740	1.32432432432432	1.13207547169811	1.16981981981982
Cleveland State University	Ohio	447	674	11154	14383	1.50782997762864	1.28949255872333	1.16932041788707
Eastern New Mexico University-Roswell Campus	New Mexico	25	75	997	2558	3	2.56569709127382	1.16927286942924
Virginia Western Community College	Virginia	49	71	3950	4899	1.44897959183673	1.24025316455696	1.16829340431825
New Mexico Institute of Mining and Technology	New Mexico	190	337	1051	1597	1.77368421052632	1.51950523311132	1.1672774610289
Langston University	Oklahoma	74	141	1522	2487	1.90540540540541	1.63403416557162	1.16607439767874
Carlow University	Pennsylvania	50	173	701	2082	3.46	2.97004279600571	1.16496637848223
Georgia Health Sciences University	Georgia	1039	1777	2091	3078	1.71029836381136	1.47202295552367	1.16186935631239
Pierce College at Fort Steilacoom	Washington	62	84	4844	5670	1.35483870967742	1.17052023121387	1.15746714456392
Peirce College	Pennsylvania	40	70	929	1406	1.75	1.51345532831001	1.15629445234708
Shawnee Community College	Illinois	23	50	1007	1895	2.17391304347826	1.88182720953327	1.15521394975336
State College of Florida-Manatee-Sarasota	Florida	50	103	4764	8510	2.06	1.78631402183039	1.15321269095182
Grand Valley State University	Michigan	161	664	6207	22209	4.12422360248447	3.57805703238279	1.15264333831425
University of Pittsburgh-Bradford	Pennsylvania	39	87	767	1485	2.23076923076923	1.9361147327249	1.15218855218855
Zane State College	Ohio	22	55	1153	2502	2.5	2.16999132697311	1.15207833733014
Surry Community College	North Carolina	24	49	1561	2767	2.04166666666667	1.77258167841127	1.15180399951813
Otterbein University	Ohio	67	140	1583	2872	2.08955223880597	1.81427668982944	1.15172743524716
Adelphi University	New York	262	443	5069	7442	1.69083969465649	1.46813967251923	1.15168857998035
Delta College	Michigan	120	176	6274	7991	1.46666666666667	1.27366911061524	1.15152880323697
Florida International University	Florida	428	2104	9747	41620	4.91588785046729	4.27003180465784	1.1512532166868
Angelina College	Texas	21	53	1704	3736	2.52380952380952	2.1924882629108	1.15111654940349
Central Arizona College	Arizona	53	130	2461	5246	2.45283018867925	2.13165379926859	1.15067005229501
Great Basin College	Nevada	13	34	812	1846	2.61538461538462	2.27339901477833	1.15042920243354
Fort Hays State University	Kansas	89	233	3691	8404	2.61797752808989	2.27688973178001	1.14980426656113
California Lutheran University	California	51	161	1416	3899	3.15686274509804	2.75353107344633	1.14647798077939
Davidson County Community College	North Carolina	29	85	1440	3683	2.93103448275862	2.55763888888889	1.14599230387521
College of Southern Maryland	Maryland	56	154	2347	5638	2.75	2.4022155943758	1.14477651649521
Kirkwood Community College	Iowa	128	283	5109	9890	2.2109375	1.93579956938736	1.14213141430738
University of California-Los Angeles	California	4976	6793	33875	40491	1.36515273311897	1.19530627306273	1.14209451074079
Jefferson State Community College	Alabama	41	75	4069	6523	1.82926829268293	1.60309658392725	1.14108426842355
Montana Tech of the University of Montana	Montana	58	89	1469	1977	1.53448275862069	1.34581347855684	1.14018976854517
Three Rivers Community College	Missouri	20	60	1220	3213	3	2.63360655737705	1.1391223155929
Elizabethtown Community and Technical College	Kentucky	21	61	1629	4155	2.9047619047619	2.55064456721915	1.13883445074781
Stillman College	Alabama	54	88	728	1042	1.62962962962963	1.43131868131868	1.13855121916542
Lake-Sumter Community College	Florida	30	90	1235	3258	3	2.63805668016194	1.13720073664825
College of Southern Nevada	Nevada	47	249	4801	22384	5.29787234042553	4.66236200791502	1.13630651833376
Eastern Gateway Community College	Ohio	22	49	934	1831	2.22727272727273	1.96038543897216	1.13614021150886
University of Pittsburgh-Pittsburgh Campus	Pennsylvania	3067	4998	20311	29162	1.62960547766547	1.43577371867461	1.13500160677811
West Virginia State University	West Virginia	154	122	3214	2244	0.792207792207792	0.698195395146235	1.13465055443665
Anna Maria College	Massachusetts	30	68	603	1205	2.26666666666667	1.9983416252073	1.13427385892116
CUNY College of Staten Island	New York	107	213	6540	11486	1.99065420560748	1.75626911314985	1.13345625149512
Lord Fairfax Community College	Virginia	14	57	1182	4247	4.07142857142857	3.59306260575296	1.13313599515624
Chesapeake College	Maryland	42	81	1025	1747	1.92857142857143	1.70439024390244	1.13153160520075
University of Arkansas for Medical Sciences	Arkansas	911	2242	1139	2478	2.46103183315038	2.17559262510975	1.13120066907114
Santa Fe College	Florida	104	235	6216	12418	2.25961538461538	1.99774774774775	1.13108143265979
West Virginia University	West Virginia	840	1934	14466	29453	2.30238095238095	2.03601548458454	1.1308268379161
Fox Valley Technical College	Wisconsin	55	122	2985	5861	2.21818181818182	1.96348408710218	1.12971723720743
Blue Ridge Community College	Virginia	16	41	1354	3072	2.5625	2.26883308714919	1.12943522135417
University of Mary Hardin-Baylor	Texas	53	159	1040	2763	3	2.65673076923077	1.12920738327904
Inter American University of Puerto Rico-Bayamon	Puerto Rico	37	60	3726	5352	1.62162162162162	1.43639291465378	1.1289540661738
Montgomery County Community College	Pennsylvania	58	145	4060	9008	2.5	2.21871921182266	1.12677619893428
Rochester Institute of Technology	New York	743	1224	9583	14024	1.64737550471063	1.46342481477617	1.12569876366529
The University of Findlay	Ohio	61	215	1271	3980	3.52459016393443	3.13139260424862	1.12556635637202
Pacific Union College	California	56	67	1404	1493	1.19642857142857	1.06339031339031	1.12510764520142
University of Missouri-Kansas City	Missouri	360	670	7175	11877	1.86111111111111	1.65533101045296	1.12431356590235
J Sargeant Reynolds Community College	Virginia	68	123	5419	8740	1.80882352941176	1.61284369809928	1.12151198007807
University of Minnesota-Crookston	Minnesota	38	76	829	1479	2	1.78407720144753	1.1210277214334
United States Naval Academy	Maryland	233	255	4647	4541	1.09442060085837	0.977189584678287	1.1199675252563
Metropolitan State University of Denver	Colorado	156	275	11117	17506	1.76282051282051	1.57470540613475	1.11946050731324
Eastern University	Pennsylvania	43	225	791	3698	5.23255813953488	4.67509481668774	1.11924107311306
United States Merchant Marine Academy	New York	42	80	860	1465	1.9047619047619	1.70348837209302	1.11815374614009
Hardin-Simmons University	Texas	60	100	1416	2111	1.66666666666667	1.49081920903955	1.11795357650403
Christopher Newport University	Virginia	141	256	2989	4865	1.81560283687943	1.62763466042155	1.11548548395326
University of Mary Washington	Virginia	143	255	2872	4599	1.78321678321678	1.60132311977716	1.11358960674029
CUNY LaGuardia Community College	New York	144	295	7462	13728	2.04861111111111	1.8397212543554	1.11354429713805
Emmanuel College	Massachusetts	40	144	701	2267	3.6	3.2339514978602	1.11318923687693
Saint Josephs College	Indiana	40	64	850	1222	1.6	1.43764705882353	1.11292962356792
Ohio University-Eastern Campus	Ohio	7	8	694	714	1.14285714285714	1.02881844380403	1.11084433773509
Shoreline Community College	Washington	56	72	4326	5014	1.28571428571429	1.15903837263061	1.10929397686478
Gaston College	North Carolina	31	80	1970	4585	2.58064516129032	2.32741116751269	1.10880500932212
Alvin Community College	Texas	38	59	2907	4084	1.55263157894737	1.40488476092191	1.10516650342801
Union College	Nebraska	35	58	530	795	1.65714285714286	1.5	1.1047619047619
Texas A & M University-Galveston	Texas	24	96	521	1887	4	3.62188099808061	1.10439851616322
Idaho State University	Idaho	182	412	5434	11140	2.26373626373626	2.05005520794994	1.10423185432162
Columbia College	California	11	18	1062	1574	1.63636363636364	1.48210922787194	1.10407762504332
University of Dayton	Ohio	547	760	8017	10098	1.38939670932358	1.25957340651116	1.10306926308647
Camden County College	New Jersey	70	160	4937	10248	2.28571428571429	2.0757545067855	1.10114865618378
Pensacola State College	Florida	124	187	6507	8926	1.50806451612903	1.37175349623482	1.09936990885633
Eastern New Mexico University-Main Campus	New Mexico	109	165	3024	4167	1.51376146788991	1.37797619047619	1.0985396397646
Rensselaer Polytechnic Institute	New York	467	586	5940	6787	1.25481798715203	1.14259259259259	1.09821995634052
California State University-East Bay	California	207	348	8307	12726	1.68115942028985	1.53196099674973	1.09739048439005
The University of Montana-Western	Montana	28	63	715	1467	2.25	2.05174825174825	1.09662576687117
Ripon College	Wisconsin	47	67	813	1057	1.42553191489362	1.30012300123001	1.09645926850379
Seminole State College of Florida	Florida	62	230	4224	14292	3.70967741935484	3.38352272727273	1.0963950055524
San Jacinto Community College	Texas	95	266	5456	13946	2.8	2.55608504398827	1.09542521153019
Citrus College	California	38	65	5264	8224	1.71052631578947	1.56231003039514	1.09486995699365
Central New Mexico Community College	New Mexico	87	277	6918	20155	3.18390804597701	2.91341428158427	1.09284425016467
Texas Lutheran University	Texas	81	96	1114	1210	1.18518518518519	1.08617594254937	1.09115396388124
Inter American University of Puerto Rico-Metro	Puerto Rico	104	132	10218	11889	1.26923076923077	1.1635349383441	1.09084027252082
McDaniel College	Maryland	64	139	1292	2579	2.171875	1.99613003095975	1.08804284606437
Isothermal Community College	North Carolina	29	59	1209	2263	2.03448275862069	1.87179487179487	1.0869154463864
Bowie State University	Maryland	67	186	1845	4716	2.77611940298507	2.55609756097561	1.08607724735103
